3.691188779299493916e+01,7.161142733247735315e+00,1.000000000000000000e+00
3.730143332688596303e+01,7.503102706682071243e+00,1.000000000000000000e+00
3.675674910065270495e+01,7.360865211108153616e+00,0.000000000000000000e+00
3.601916740026432251e+01,7.394527723685806464e+00,1.000000000000000000e+00
3.682642067725421242e+01,7.833223288111033966e+00,1.000000000000000000e+00
3.672118829831048714e+01,6.082252982538460806e+00,0.000000000000000000e+00
3.621696905480931150e+01,6.578718816218018794e+00,0.000000000000000000e+00
3.735812635962061989e+01,8.537866103288770603e+00,1.000000000000000000e+00
3.645922381034789339e+01,6.939104476089418938e+00,0.000000000000000000e+00
3.676510703633922361e+01,7.182239264651248511e+00,0.000000000000000000e+00
3.685361071041933911e+01,7.065989190918818608e+00,0.000000000000000000e+00
3.712116159013491767e+01,6.788870781313328884e+00,0.000000000000000000e+00
3.775523621761220738e+01,7.547070525186302170e+00,1.000000000000000000e+00
3.825978369743143048e+01,8.178776378818309212e+00,1.000000000000000000e+00
3.531526996746271863e+01,6.968544943912448275e+00,0.000000000000000000e+00
3.771163317636434442e+01,8.497383228750392092e+00,1.000000000000000000e+00
3.568013960220741154e+01,6.247726878238747616e+00,0.000000000000000000e+00
3.607721466754198758e+01,7.415931484152329389e+00,0.000000000000000000e+00
3.598000670875908469e+01,6.577812948087464306e+00,0.000000000000000000e+00
3.659980789335537565e+01,7.551294170034605457e+00,0.000000000000000000e+00
3.699953154055527449e+01,6.664908516466886645e+00,0.000000000000000000e+00
3.638475732071680824e+01,7.995801717151223009e+00,1.000000000000000000e+00
3.647769638200534104e+01,7.259724787508079480e+00,0.000000000000000000e+00
3.728104945789634428e+01,7.161535028880266829e+00,0.000000000000000000e+00
3.720322713486402932e+01,7.214018532010052276e+00,0.000000000000000000e+00
3.798900897070601701e+01,8.084553235815922889e+00,1.000000000000000000e+00
3.588365553648033313e+01,7.048084773767047118e+00,0.000000000000000000e+00
3.690196385060205841e+01,7.320659211826789914e+00,0.000000000000000000e+00
3.771075716889263418e+01,8.825997497654416435e+00,1.000000000000000000e+00
3.738577230921165295e+01,7.637998420309891401e+00,1.000000000000000000e+00
3.624277356933602334e+01,7.905186647213539253e+00,0.000000000000000000e+00
3.577239615538061202e+01,6.352702700301293248e+00,0.000000000000000000e+00
3.589450245661296890e+01,7.909359037318585806e+00,0.000000000000000000e+00
3.767625820054826846e+01,8.330251449706853606e+00,1.000000000000000000e+00
3.679227065428172949e+01,7.408299035364048990e+00,0.000000000000000000e+00
3.657259491585330125e+01,6.645494349276315660e+00,0.000000000000000000e+00
3.712037640821257156e+01,8.399958181335270169e+00,1.000000000000000000e+00
3.788057184547183454e+01,7.929136055773610359e+00,1.000000000000000000e+00
3.800387801881417005e+01,7.857522401857528038e+00,1.000000000000000000e+00
3.759304802936379986e+01,8.168523486663676891e+00,1.000000000000000000e+00
3.611462021107878684e+01,7.384265951663127936e+00,0.000000000000000000e+00
3.738431114207627104e+01,7.179584573724285157e+00,1.000000000000000000e+00
3.606935774493958746e+01,7.974714939454063511e+00,0.000000000000000000e+00
3.667900826034168205e+01,7.463835978051392317e+00,0.000000000000000000e+00
3.648834442384035270e+01,7.175952702003110417e+00,0.000000000000000000e+00
3.793758461479880850e+01,7.309574040178062226e+00,1.000000000000000000e+00
3.617308452041788058e+01,6.778135111074559127e+00,0.000000000000000000e+00
3.632012327876748969e+01,7.203435549109494573e+00,0.000000000000000000e+00
3.724399763698778543e+01,7.050259701700642090e+00,0.000000000000000000e+00
3.686609725144457883e+01,7.156271904994968125e+00,0.000000000000000000e+00
3.708301782860545615e+01,7.596487498394977500e+00,1.000000000000000000e+00
3.575832793515101571e+01,7.599040425500549034e+00,0.000000000000000000e+00
3.770189225440853420e+01,7.548945942712267154e+00,1.000000000000000000e+00
3.671980269235407235e+01,6.526442010421059869e+00,0.000000000000000000e+00
3.549458714620815414e+01,7.336539919149158706e+00,0.000000000000000000e+00
3.732970821186203381e+01,7.790585452884699613e+00,1.000000000000000000e+00
3.749909008004833311e+01,7.725542607587241761e+00,1.000000000000000000e+00
3.678439811075899257e+01,6.426228098985999893e+00,0.000000000000000000e+00
3.800085956908387885e+01,8.328795000361404632e+00,1.000000000000000000e+00
3.802476789104503041e+01,8.574482889679602593e+00,1.000000000000000000e+00
3.575752019307465446e+01,7.188272342463200459e+00,0.000000000000000000e+00
3.738802705587539776e+01,7.866303638938887843e+00,1.000000000000000000e+00
3.626089233688792746e+01,6.733595523664941851e+00,0.000000000000000000e+00
3.602345186246832753e+01,6.720478077284180785e+00,0.000000000000000000e+00
3.742834167419467661e+01,8.249186649756630629e+00,1.000000000000000000e+00
3.825803263835229018e+01,7.460817861344057000e+00,1.000000000000000000e+00
3.749452708104816878e+01,8.533439833050110224e+00,1.000000000000000000e+00
3.596239890828826447e+01,5.907877885702117027e+00,0.000000000000000000e+00
3.692073343573559896e+01,7.966953450658484925e+00,1.000000000000000000e+00
3.782712059231455015e+01,8.077810368036589139e+00,1.000000000000000000e+00
3.694268530410282381e+01,6.286848660516547227e+00,0.000000000000000000e+00
3.749087637756979063e+01,7.415501409505244723e+00,1.000000000000000000e+00
